Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
90000 - Capital Projects,FY21,91190,Other General Government Projects,707,Building Improvements,"10,315.00",,fund171FY21.pdf,1
90000 - Capital Projects,FY21,91190,Other General Government Projects,708,Communication Equipment,225.3,,fund171FY21.pdf,2
90000 - Capital Projects,FY21,91190,Other General Government Projects,712,Heating & Air Conditioning Equipment,"60,400.00",,fund171FY21.pdf,2
90000 - Capital Projects,FY21,91190,Other General Government Projects,,,,"72,240.30",fund171FY21.pdf,2
90000 - Capital Projects,FY21,91300,Education Capital Projects,316,Contributions,0,,fund171FY21.pdf,2
90000 - Capital Projects,FY21,91300,Education Capital Projects,,,,0,fund171FY21.pdf,2
,FY21,,Fund 171 Total,,,,"644,268.73",fund171FY21.pdf,2
90000 - Capital Projects,FY22,91110,General Administration Projects,409,Administration Equipment,"1,172.52",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,709,Data Processing Equipment,"15,436.30",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,701,Office Equipment,"1,314.85",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,707,Building Improvements,"7,651.80",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,719,Crushed Stone,"3,000.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,510,Trustee's Commission,"1,364.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91110,General Administration Projects,,,,"29,939.47",fund171FY22.pdf,1
90000 - Capital Projects,FY22,91130,Public Safety Projects,718,Motor Vehicles,"110,582.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91130,Public Safety Projects,735,Health Equipment,"219,409.48",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91130,Public Safety Projects,790,Other Equipment,"12,000.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91130,Public Safety Projects,,,,"341,991.48",fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,706,Building Construction,"3,750.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,707,Building Improvements,"719,943.45",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,711,Maintenance Equipment,"23,401.83",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,717,Furniture And Fixtures,"12,950.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,791,Other Construction,"54,500.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,336,Maint & Repair Services-Equipment,"18,050.51",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91140,Public Health And Welfare Projects,,,,"832,595.79",fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",701,Administration Equipment,488.98,,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",717,Building Improvements,"9,400.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",791,Other Construction,"8,500.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",707,Maintenance Equipment,"18,541.71",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",790,Other Equipment,"1,400.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91150,"Social, Cultural And Recreation Projects",,,,"38,330.69",fund171FY22.pdf,1
90000 - Capital Projects,FY22,91190,Other General Government Projects,709,Data Processing Equipment,"2,006.40",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91190,Other General Government Projects,712,Heating & Air Conditioning Equipment,"8,800.00",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91190,Other General Government Projects,701,Administration Equipment,"18,291.50",,fund171FY22.pdf,1
90000 - Capital Projects,FY22,91190,Other General Government Projects,,,,"29,097.90",fund171FY22.pdf,1
,FY22,,Fund 171 Total,,,,"1,271,955.33",fund171FY22.pdf,1
90000 - Capital Projects,FY23,91110,General Administration Projects,336,Maint & Repair Services-Equipment,"20,250.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91110,General Administration Projects,510,Trustee's Commission,20.16,,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91110,General Administration Projects,707,Building Improvements,"31,380.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91110,General Administration Projects,,,,"51,650.16",fund171FY23.pdf,1
90000 - Capital Projects,FY23,91130,Public Safety Projects,707,Building Improvements,"3,605.25",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91130,Public Safety Projects,735,Health Equipment,"1,700.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91130,Public Safety Projects,,,,"5,305.25",fund171FY23.pdf,1
90000 - Capital Projects,FY23,91140,Public Health And Welfare Projects,415,Electricity,"3,155.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91140,Public Health And Welfare Projects,706,Building Construction,"242,800.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91140,Public Health And Welfare Projects,707,Building Improvements,"3,100.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91140,Public Health And Welfare Projects,791,Other Construction,"15,000.00",,fund171FY23.pdf,1
90000 - Capital Projects,FY23,91140,Public Health And Welfare Projects,,,,"264,055.00",fund171FY23.pdf,1
,FY23,,Fund 171 Total,,,,"321,010.41",fund171FY23.pdf,1
90000 - Capital Projects,FY24,91110,General Administration Projects,510,Trustee's Commission,"5,746.11",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91110,General Administration Projects,707,Building Improvements,"158,877.00",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91110,General Administration Projects,708,Communication Equipment,"7,000.00",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91110,General Administration Projects,,,,"171,623.11",fund171FY24.pdf,1
90000 - Capital Projects,FY24,91120,Administration Of Justice Projects,308,Consultants,"121,683.22",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91120,Administration Of Justice Projects,707,Building Improvements,"18,200.00",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91120,Administration Of Justice Projects,791,Other Construction,"446,216.08",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91120,Administration Of Justice Projects,,,,"586,099.30",fund171FY24.pdf,1
90000 - Capital Projects,FY24,91130,Public Safety Projects,718,Motor Vehicles,"294,257.24",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91130,Public Safety Projects,790,Other Equipment,"10,940.41",,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91130,Public Safety Projects,,,,"305,197.65",fund171FY24.pdf,1
90000 - Capital Projects,FY24,91140,Public Health And Welfare Projects,706,Building Construction,0,,fund171FY24.pdf,1
90000 - Capital Projects,FY24,91140,Public Health And Welfare Projects,,,,0,fund171FY24.pdf,1
,FY24,,Fund 171 Total,,,,"1,062,920.06",fund171FY24.pdf,1
90000 - Capital Projects,FY25,91110,General Administration Projects,707,Building Improvements,"9,948.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91110,General Administration Projects,718,Motor Vehicles,"50,722.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91110,General Administration Projects,790,Other Equipment,"247,416.48",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91110,General Administration Projects,,,,"308,086.48",fund171FY25.pdf,1
90000 - Capital Projects,FY25,91120,Administration Of Justice Projects,336,Maint & Repair Services-Equipment,0,,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91120,Administration Of Justice Projects,791,Other Construction,"45,946.53",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91120,Administration Of Justice Projects,,,,"45,946.53",fund171FY25.pdf,1
90000 - Capital Projects,FY25,91130,Public Safety Projects,308,Consultants,"4,780.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91130,Public Safety Projects,718,Motor Vehicles,"48,274.50",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91130,Public Safety Projects,735,Health Equipment,"146,113.86",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91130,Public Safety Projects,790,Other Equipment,"78,040.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91130,Public Safety Projects,,,,"277,208.36",fund171FY25.pdf,1
90000 - Capital Projects,FY25,91140,Public Health And Welfare Projects,707,Building Improvements,"29,075.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91140,Public Health And Welfare Projects,,,,"29,075.00",fund171FY25.pdf,1
90000 - Capital Projects,FY25,91150,"Social, Cultural And Recreation Projects",707,Building Improvements,"3,000.00",,fund171FY25.pdf,1
90000 - Capital Projects,FY25,91150,"Social, Cultural And Recreation Projects",,,,"3,000.00",fund171FY25.pdf,1
,FY25,,Fund 171 Total,,,,"663,316.37",fund171FY25.pdf,1
